id,url,text,rating,time_created,user
BrFzf0L8f7G25eO3MUgHPw,https://www.yelp.com/biz/hala-coffee-and-hookah-sweets-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&hrid=BrFzf0L8f7G25eO3MUgHPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=Ad7k7mINO2TA7iL0CPp8sg,Awesome and authentic hookah! Pastries with tea are delicious. Plenty of different flavors for hookah.,5,2022-01-09 17:47:14,"{'id': 'bkFBZhGt_M-yKzqXbUCaBg', 'profile_url': 'https://www.yelp.com/user_details?userid=bkFBZhGt_M-yKzqXbUCaBg', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/OLW4CwIrVxyQ51iFOO4ilA/o.jpg', 'name': 'Karen E.'}"
BObCDNRbl3B_zeJ2KJLEPw,https://www.yelp.com/biz/hala-coffee-and-hookah-sweets-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&hrid=BObCDNRbl3B_zeJ2KJLEPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=Ad7k7mINO2TA7iL0CPp8sg,Hala coffee and hookah is an awesome vibe. It was clean and welcoming! The owner was very attentive and extremely friendly. The baklava was INCREDIBLE!! We...,5,2021-12-20 21:44:18,"{'id': 'r98gKSiuREOTs2Bakco1dg', 'profile_url': 'https://www.yelp.com/user_details?userid=r98gKSiuREOTs2Bakco1dg', 'image_url': None, 'name': 'Chelsea R.'}"
